-150.000000	0.000000
-145.000000	0.000000
-140.000000	0.000000
-135.000000	0.000000
-130.000000	0.000000
-125.000000	0.000000
-120.000000	0.000000
-115.000000	0.000000
-110.000000	0.000000
-105.000000	0.000000
-100.000000	0.000000
-95.000000	0.000000
-90.000000	0.000000
-85.000000	0.030000
-80.000000	0.150000
-75.000000	1.000000
-70.000000	7.020000
-65.000000	48.680000
-60.000000	309.250000
-55.000000	1224.860000
-50.000000	1921.810000
-45.000000	1880.010000
-40.000000	1682.630000
-35.000000	1488.140000
-30.000000	1314.140000
-25.000000	1160.280000
-20.000000	1024.420000
-15.000000	904.290000
-10.000000	799.050000
-5.000000	701.500000
0.000000	601.520000
5.000000	519.590000
10.000000	511.200000
15.000000	427.710000
20.000000	393.740000
25.000000	339.690000
30.000000	298.550000
35.000000	266.210000
40.000000	229.090000
45.000000	201.010000
50.000000	179.060000
55.000000	156.290000
60.000000	138.660000
65.000000	121.500000
70.000000	108.130000
75.000000	95.510000
80.000000	84.050000
85.000000	75.040000
90.000000	65.950000
95.000000	58.120000
100.000000	51.400000
105.000000	45.630000
110.000000	40.010000
115.000000	35.620000
120.000000	31.270000
125.000000	27.700000
130.000000	24.350000
135.000000	21.530000
140.000000	19.060000
145.000000	16.790000
150.000000	14.820000
